run_id,timestamp,config_id,code_version,dataset_version,question_id,cluster_id,epoch,metric,score,latency_ms,cost_usd,refused
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q015,fastapi_configuration.md,1,p_at_5,0.2,4093.038329971023,0.00020429999999999998,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q015,fastapi_configuration.md,1,r_at_5,1.0,4093.038329971023,0.00020429999999999998,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q015,fastapi_configuration.md,1,khr,1.0,4093.038329971023,0.00020429999999999998,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q015,fastapi_configuration.md,1,citation_acc,1.0,4093.038329971023,0.00020429999999999998,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q016,fastapi_middleware.md,1,p_at_5,0.4,8489.524636068381,0.00035115,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q016,fastapi_middleware.md,1,r_at_5,1.0,8489.524636068381,0.00035115,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q016,fastapi_middleware.md,1,khr,1.0,8489.524636068381,0.00035115,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q016,fastapi_middleware.md,1,citation_acc,1.0,8489.524636068381,0.00035115,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q017,fastapi_dependencies.md,1,p_at_5,0.8,7908.871907973662,0.0003924,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q017,fastapi_dependencies.md,1,r_at_5,1.0,7908.871907973662,0.0003924,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q017,fastapi_dependencies.md,1,khr,0.75,7908.871907973662,0.0003924,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q017,fastapi_dependencies.md,1,citation_acc,1.0,7908.871907973662,0.0003924,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q018,fastapi_openapi.md,1,p_at_5,0.8,7540.4833409702405,0.00034994999999999997,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q018,fastapi_openapi.md,1,r_at_5,1.0,7540.4833409702405,0.00034994999999999997,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q018,fastapi_openapi.md,1,khr,1.0,7540.4833409702405,0.00034994999999999997,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q018,fastapi_openapi.md,1,citation_acc,1.0,7540.4833409702405,0.00034994999999999997,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q019,fastapi_websockets.md,1,p_at_5,0.8,5999.534034053795,0.00022184999999999997,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q019,fastapi_websockets.md,1,r_at_5,1.0,5999.534034053795,0.00022184999999999997,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q019,fastapi_websockets.md,1,khr,0.75,5999.534034053795,0.00022184999999999997,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q019,fastapi_websockets.md,1,citation_acc,1.0,5999.534034053795,0.00022184999999999997,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q020,fastapi_deployment.md,1,p_at_5,1.0,5277.867472032085,0.0003432,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q020,fastapi_deployment.md,1,r_at_5,1.0,5277.867472032085,0.0003432,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q020,fastapi_deployment.md,1,khr,1.0,5277.867472032085,0.0003432,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q020,fastapi_deployment.md,1,citation_acc,1.0,5277.867472032085,0.0003432,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q020,fastapi_deployment.md,1,calculator_correct,1.0,5277.867472032085,0.0003432,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q021,fastapi_middleware.md,1,p_at_5,0.0,1580.144434934482,9.645e-05,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q021,fastapi_middleware.md,1,r_at_5,0.0,1580.144434934482,9.645e-05,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q021,fastapi_middleware.md,1,khr,1.0,1580.144434934482,9.645e-05,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q021,fastapi_middleware.md,1,calculator_correct,1.0,1580.144434934482,9.645e-05,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q022,fastapi_path_params.md,1,p_at_5,0.4,11269.026002031751,0.0005673,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q022,fastapi_path_params.md,1,r_at_5,0.3333333333333333,11269.026002031751,0.0005673,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q022,fastapi_path_params.md,1,khr,0.75,11269.026002031751,0.0005673,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q022,fastapi_path_params.md,1,citation_acc,1.0,11269.026002031751,0.0005673,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q023,fastapi_error_handling.md,1,p_at_5,1.0,14057.170367916115,0.0006327,True
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q023,fastapi_error_handling.md,1,r_at_5,0.6666666666666666,14057.170367916115,0.0006327,True
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q023,fastapi_error_handling.md,1,khr,1.0,14057.170367916115,0.0006327,True
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q023,fastapi_error_handling.md,1,citation_acc,1.0,14057.170367916115,0.0006327,True
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q024,fastapi_deployment.md,1,p_at_5,0.8,10461.455987067893,0.0004731,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q024,fastapi_deployment.md,1,r_at_5,1.0,10461.455987067893,0.0004731,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q024,fastapi_deployment.md,1,khr,1.0,10461.455987067893,0.0004731,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q024,fastapi_deployment.md,1,citation_acc,1.0,10461.455987067893,0.0004731,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q025,fastapi_pagination.md,1,p_at_5,1.0,17082.021786016412,0.0007633499999999999,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q025,fastapi_pagination.md,1,r_at_5,0.3333333333333333,17082.021786016412,0.0007633499999999999,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q025,fastapi_pagination.md,1,khr,1.0,17082.021786016412,0.0007633499999999999,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q025,fastapi_pagination.md,1,citation_acc,1.0,17082.021786016412,0.0007633499999999999,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q026,out_of_scope,1,refusal_correct,1.0,9162.093979073688,0.00037935000000000003,True
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:36:32.741397+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q027,out_of_scope,1,refusal_correct,1.0,4098.982378025539,0.00017235,True
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q001,fastapi_path_params.md,2,p_at_5,0.4,8217.753660981543,0.00023909999999999996,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q001,fastapi_path_params.md,2,r_at_5,1.0,8217.753660981543,0.00023909999999999996,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q001,fastapi_path_params.md,2,khr,0.75,8217.753660981543,0.00023909999999999996,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q001,fastapi_path_params.md,2,citation_acc,1.0,8217.753660981543,0.00023909999999999996,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q002,fastapi_pagination.md,2,p_at_5,0.8,9431.6317680059,0.0003498,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q002,fastapi_pagination.md,2,r_at_5,1.0,9431.6317680059,0.0003498,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q002,fastapi_pagination.md,2,khr,1.0,9431.6317680059,0.0003498,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q002,fastapi_pagination.md,2,citation_acc,1.0,9431.6317680059,0.0003498,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q003,fastapi_middleware.md,2,p_at_5,0.4,8327.380429022014,0.00042285,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q003,fastapi_middleware.md,2,r_at_5,1.0,8327.380429022014,0.00042285,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q003,fastapi_middleware.md,2,khr,1.0,8327.380429022014,0.00042285,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q003,fastapi_middleware.md,2,citation_acc,1.0,8327.380429022014,0.00042285,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q004,fastapi_security.md,2,p_at_5,1.0,4567.779401899315,0.0001998,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q004,fastapi_security.md,2,r_at_5,1.0,4567.779401899315,0.0001998,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q004,fastapi_security.md,2,khr,1.0,4567.779401899315,0.0001998,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q004,fastapi_security.md,2,citation_acc,1.0,4567.779401899315,0.0001998,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q005,fastapi_deployment.md,2,p_at_5,1.0,6099.263518000953,0.0002505,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q005,fastapi_deployment.md,2,r_at_5,1.0,6099.263518000953,0.0002505,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q005,fastapi_deployment.md,2,khr,1.0,6099.263518000953,0.0002505,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q005,fastapi_deployment.md,2,citation_acc,1.0,6099.263518000953,0.0002505,False
01KV7ZV0JXVZ59C03KZFQT4W84,2026-06-16T10:40:18.386425+00:00,langchain-openai+gpt-4o-mini,7219995-dirty,sha-be308fab,q006,fastapi_dependencies.md,2,p_at_5,0.6,5252.973519964144,0.00028365,False
